Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akto,com.akto.dao,UsersDao,getUsersInfo,Long Statement,"The length of the statement ""MongoCursor<User> cursor=UsersDao.instance.getMCollection().find(in(""_id""`userIds)).projection(include(""login""`""name""`""_id"")).cursor();"" is 135.",123
akto,com.akto.dao,UsersDao,getUsersAutoComplete,Long Statement,"The length of the statement ""List<User> users=instance.findAll(Filters.and(Filters.exists(""accounts."" + accountId)`Filters.regex(""login""`Pattern.compile(expression`Pattern.CASE_INSENSITIVE))));"" is 164.",148
akto,com.akto.dao,DashboardLogsDao,createIndicesIfAbsent,Long Statement,"The length of the statement ""db.createCollection(getCollName()`new CreateCollectionOptions().capped(true).maxDocuments(100_000).sizeInBytes(100_000_000));"" is 125.",18
akto,com.akto.dao,DashboardLogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000,18
akto,com.akto.dao,DashboardLogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000_000,18
akto,com.akto.dao,ApiCollectionsDao,getMeta,Long Statement,"The length of the statement ""List<ApiCollection> ret=ApiCollectionsDao.instance.findAll(Filters.eq(""_id""`apiCollectionId)`Projections.exclude(""urls""));"" is 122.",34
akto,com.akto.dao,ApiCollectionsDao,fetchNonTrafficApiCollections,Long Statement,"The length of the statement ""return instance.findAll(Filters.or(Filters.eq(ApiCollection.HOST_NAME`null)`Filters.exists(ApiCollection.HOST_NAME`false)));"" is 124.",71
akto,com.akto.dao,ApiCollectionsDao,buildEndpointsCountToApiCollectionMap,Long Statement,"The length of the statement ""MongoCursor<BasicDBObject> endpointsCursor=SingleTypeInfoDao.instance.getMCollection().aggregate(pipeline`BasicDBObject.class).cursor();"" is 136.",90
akto,com.akto.dao,RuntimeLogsDao,createIndicesIfAbsent,Long Statement,"The length of the statement ""db.createCollection(getCollName()`new CreateCollectionOptions().capped(true).maxDocuments(100_000).sizeInBytes(100_000_000));"" is 125.",18
akto,com.akto.dao,RuntimeLogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000,18
akto,com.akto.dao,RuntimeLogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000_000,18
akto,com.akto.dao,LogsDao,createIndicesIfAbsent,Long Statement,"The length of the statement ""db.createCollection(getCollName()`new CreateCollectionOptions().capped(true).maxDocuments(100_000).sizeInBytes(100_000_000));"" is 125.",18
akto,com.akto.dao,LogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000,18
akto,com.akto.dao,LogsDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000_000,18
akto,com.akto.dao,SensitiveParamInfoDao,getFilters,Long Statement,"The length of the statement ""return getFilters(sensitiveParamInfo.getUrl()`sensitiveParamInfo.getMethod()`sensitiveParamInfo.getResponseCode()`sensitiveParamInfo.isIsHeader()`sensitiveParamInfo.getParam()`sensitiveParamInfo.getApiCollectionId());"" is 217.",25
akto,com.akto.dao,SensitiveParamInfoDao,getFilters,Long Parameter List,The method has 6 parameters. ,31
akto,com.akto.dao,SensitiveParamInfoDao,getUnsavedSensitiveParamInfos,Long Statement,"The length of the statement ""return SensitiveParamInfoDao.instance.findAll(Filters.and(Filters.or(Filters.eq(SensitiveParamInfo.SAMPLE_DATA_SAVED`false)`Filters.not(Filters.exists(SensitiveParamInfo.SAMPLE_DATA_SAVED)))`Filters.eq(SensitiveParamInfo.SENSITIVE`true)));"" is 239.",48
akto,com.akto.dao,MCollection,findAll,Magic Number,The method contains a magic number: 1_000_000,62
akto,com.akto.dao,MCollection,findAll,Long Parameter List,The method has 5 parameters. ,70
akto,com.akto.dao,MCollection,findAll,Magic Number,The method contains a magic number: 30,70
akto,com.akto.dao,MCollection,updateOne,Long Parameter List,The method has 5 parameters. ,136
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Complex Method,Cyclomatic complexity of the method is 11,38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Long Statement,"The length of the statement ""SingleTypeInfoDao.instance.getMCollection().createIndex(Indexes.ascending(new String[]{SingleTypeInfo._RESPONSE_CODE`SingleTypeInfo._IS_HEADER`SingleTypeInfo._PARAM`SingleTypeInfo.SUB_TYPE`SingleTypeInfo._API_COLLECTION_ID}));"" is 226.",38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Long Statement,"The length of the statement ""SingleTypeInfoDao.instance.getMCollection().createIndex(Indexes.ascending(new String[]{SingleTypeInfo.SUB_TYPE`SingleTypeInfo._RESPONSE_CODE}));"" is 144.",38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 2,38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 3,38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 4,38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 5,38
akto,com.akto.dao,SingleTypeInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 6,38
akto,com.akto.dao,SingleTypeInfoDao,sensitiveSubTypeInRequestNames,Long Statement,"The length of the statement ""if (subType.getSensitivePosition().contains(SingleTypeInfo.Position.REQUEST_HEADER) || subType.getSensitivePosition().contains(SingleTypeInfo.Position.REQUEST_PAYLOAD)) {"" is 170.",164
akto,com.akto.dao,SingleTypeInfoDao,sensitiveSubTypeInRequestNames,Long Statement,"The length of the statement ""if (customDataType.getSensitivePosition().contains(SingleTypeInfo.Position.REQUEST_HEADER) || customDataType.getSensitivePosition().contains(SingleTypeInfo.Position.REQUEST_PAYLOAD)) {"" is 184.",164
akto,com.akto.dao,SingleTypeInfoDao,sensitiveSubTypeInResponseNames,Long Statement,"The length of the statement ""if (subType.getSensitivePosition().contains(SingleTypeInfo.Position.RESPONSE_HEADER) || subType.getSensitivePosition().contains(SingleTypeInfo.Position.RESPONSE_PAYLOAD)) {"" is 172.",180
akto,com.akto.dao,SingleTypeInfoDao,sensitiveSubTypeInResponseNames,Long Statement,"The length of the statement ""if (customDataType.getSensitivePosition().contains(SingleTypeInfo.Position.RESPONSE_HEADER) || customDataType.getSensitivePosition().contains(SingleTypeInfo.Position.RESPONSE_PAYLOAD)) {"" is 186.",180
akto,com.akto.dao,SingleTypeInfoDao,getSensitiveEndpoints,Long Statement,"The length of the statement ""List<SensitiveParamInfo> customSensitiveList=SensitiveParamInfoDao.instance.findAll(Filters.and(Filters.eq(""sensitive""`true)`Filters.eq(""apiCollectionId""`apiCollectionId)));"" is 173.",254
akto,com.akto.dao,SingleTypeInfoDao,fetchEndpointsInCollection,Long Statement,"The length of the statement ""BasicDBObject groupedId=new BasicDBObject(""apiCollectionId""`""$apiCollectionId"").append(""url""`""$url"").append(""method""`""$method"");"" is 128.",284
akto,com.akto.dao,SingleTypeInfoDao,fetchEndpointsInCollection,Long Statement,"The length of the statement ""ApiInfo.ApiInfoKey apiInfoKey=new ApiInfo.ApiInfoKey((int)vv.get(""apiCollectionId"")`(String)vv.get(""url"")`URLMethods.Method.fromString((String)vv.get(""method"")));"" is 162.",284
akto,com.akto.dao,SingleTypeInfoDao,execute,Long Statement,"The length of the statement ""MongoCursor<BasicDBObject> endpointsCursor=SingleTypeInfoDao.instance.getMCollection().aggregate(pipeline`BasicDBObject.class).cursor();"" is 136.",373
akto,com.akto.dao,ApiInfoDao,createIndicesIfAbsent,Complex Method,Cyclomatic complexity of the method is 8,18
akto,com.akto.dao,ApiInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 2,18
akto,com.akto.dao,ApiInfoDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 3,18
akto,com.akto.dao,ApiInfoDao,getFilter,Long Statement,"The length of the statement ""return Filters.and(Filters.eq(""_id.url""`url)`Filters.eq(""_id.method""`method)`Filters.eq(""_id.apiCollectionId""`apiCollectionId));"" is 128.",72
akto,com.akto.dao,SensitiveSampleDataDao,getFilters,Long Statement,"The length of the statement ""return Filters.and(Filters.eq(""_id.url""`singleTypeInfo.getUrl())`Filters.eq(""_id.method""`singleTypeInfo.getMethod())`Filters.eq(""_id.responseCode""`singleTypeInfo.getResponseCode())`Filters.eq(""_id.isHeader""`singleTypeInfo.getIsHeader())`Filters.eq(""_id.param""`singleTypeInfo.getParam())`Filters.eq(""_id.subType""`singleTypeInfo.getSubType().getName())`Filters.eq(""_id.apiCollectionId""`singleTypeInfo.getApiCollectionId()));"" is 422.",25
akto,com.akto.dao,FilterSampleDataDao,getFilter,Long Statement,"The length of the statement ""return Filters.and(Filters.eq(""_id.apiInfoKey.url""`apiInfoKey.getUrl())`Filters.eq(""_id.apiInfoKey.method""`apiInfoKey.getMethod() + """")`Filters.eq(""_id.apiInfoKey.apiCollectionId""`apiInfoKey.getApiCollectionId())`Filters.eq(""_id.filterId""`filterId));"" is 250.",32
akto,com.akto.dao,FilterSampleDataDao,getFilterForApiInfoKey,Long Statement,"The length of the statement ""return Filters.and(Filters.eq(""_id.apiInfoKey.url""`apiInfoKey.getUrl())`Filters.eq(""_id.apiInfoKey.method""`apiInfoKey.getMethod() + """")`Filters.eq(""_id.apiInfoKey.apiCollectionId""`apiInfoKey.getApiCollectionId()));"" is 214.",41
akto,com.akto.dao,SampleDataDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 2,30
akto,com.akto.dao,SampleDataDao,fetchSampleDataPaginated,Long Parameter List,The method has 5 parameters. ,63
akto,com.akto.dao,SampleDataDao,fetchSampleDataPaginated,Long Statement,"The length of the statement ""MongoCursor<SampleData> cursor=SampleDataDao.instance.getMCollection().find(Filters.and(filters)).projection(Projections.slice(""samples""`sliceLimit)).skip(0).limit(limit).sort(sort).cursor();"" is 191.",63
akto,com.akto.dao.loaders,TestLoadersDao,testupdateIncrementalCount,Long Identifier,The length of the identifier postmanUploadLoaderFromDbNewId is 30.,19
akto,com.akto.dao.loaders,TestLoadersDao,testupdateIncrementalCount,Long Statement,"The length of the statement ""PostmanUploadLoader postmanUploadLoaderFromDb=(PostmanUploadLoader)LoadersDao.instance.find(postmanUploadLoader.getId());"" is 121.",19
akto,com.akto.dao.loaders,TestLoadersDao,testupdateIncrementalCount,Magic Number,The method contains a magic number: 10,19
akto,com.akto.dao.loaders,TestLoadersDao,testupdateIncrementalCount,Magic Number,The method contains a magic number: 20,19
akto,com.akto.dao.loaders,TestLoadersDao,testupdateIncrementalCount,Magic Number,The method contains a magic number: 5,19
akto,com.akto.dao.loaders,TestLoadersDao,testUpdateTotalCountNormalLoader,Long Identifier,The length of the identifier postmanUploadLoaderFromDbNewId is 30.,41
akto,com.akto.dao.loaders,TestLoadersDao,testUpdateTotalCountNormalLoader,Long Statement,"The length of the statement ""PostmanUploadLoader postmanUploadLoaderFromDb=(PostmanUploadLoader)LoadersDao.instance.find(postmanUploadLoader.getId());"" is 121.",41
akto,com.akto.dao.loaders,TestLoadersDao,testUpdateTotalCountNormalLoader,Magic Number,The method contains a magic number: 10,41
akto,com.akto.dao.loaders,TestLoadersDao,testUpdateTotalCountNormalLoader,Magic Number,The method contains a magic number: 20,41
akto,com.akto.dao.loaders,TestLoadersDao,testUpdateTotalCountNormalLoader,Magic Number,The method contains a magic number: 50,41
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 10,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 20,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 11,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 20,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 12,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 20,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 13,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 20,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 12,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 20,64
akto,com.akto.dao.loaders,TestLoadersDao,testFindActiveLoaders,Magic Number,The method contains a magic number: 2,64
akto,com.akto.dao.loaders,LoadersDao,updateIncrementalCount,Long Statement,"The length of the statement ""instance.getMCollection().findOneAndUpdate(Filters.eq(""_id""`id)`Updates.inc(NormalLoader.CURRENT_COUNT`count)`new FindOneAndUpdateOptions().upsert(false));"" is 155.",21
akto,com.akto.dao.loaders,LoadersDao,updateTotalCountNormalLoader,Long Statement,"The length of the statement ""instance.getMCollection().findOneAndUpdate(Filters.eq(""_id""`id)`Updates.set(NormalLoader.TOTAL_COUNT`count)`new FindOneAndUpdateOptions().upsert(false));"" is 153.",29
akto,com.akto.dao.loaders,LoadersDao,toggleShow,Long Statement,"The length of the statement ""instance.getMCollection().findOneAndUpdate(Filters.eq(""_id""`id)`Updates.set(Loader.SHOW`value)`new FindOneAndUpdateOptions().upsert(false));"" is 140.",50
akto,com.akto.dao.loaders,LoadersDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100,63
akto,com.akto.dao.loaders,LoadersDao,createIndicesIfAbsent,Magic Number,The method contains a magic number: 100_000,63
akto,com.akto.utils,MongoBasedTest,beforeClass,Long Statement,"The length of the statement ""ImmutableMongodConfig mongodConfig=ImmutableMongodConfig.builder().version(Version.Main.PRODUCTION).net(new Net(bindIp`27019`false)).build();"" is 141.",23
akto,com.akto.utils,MongoBasedTest,beforeClass,Magic Number,The method contains a magic number: 27019,23
akto,com.akto.utils,TestJsonUtils,testModify,Long Statement,"The length of the statement ""String payload=""{'user': {'name': 'avneesh'}` 'friends': [{'name':'ankush'}` {'name':'ankita'}` {'name':'shivam'}` {'name':'ayush'}]}"";"" is 135.",17
akto,com.akto.utils,TestJsonUtils,testModifyHeaderValues,Long Statement,"The length of the statement ""headers.put(""token""`Collections.singletonList(""eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiYWRtaW4iOnRydWUsImlhdCI6MTUxNjIzOTAyMn0.NHVaYe26MbtOYhSKkoKYdFVomg4i8ZJd8_-RU8VNbftc4TSMb4bXP3l3YlNWACwyXPGffz5aXHc6lty1Y2t4SWRqGteragsVdZufDn5BlnJl9pdR_kdVFUsra2rWKEofkZeIC4yWytE58sMIihvo9H1ScmmVwBcQP6XETqYd0aSHp1gOa9RdUPDvoXQ5oqygTqVtxaDr6wUFKrKItgBMzWIdNZ6y7O9E0DhEPTbE9rfBo6KTFsHAZnMg4k68CDp2woYIaXbmYTWcvbzIuHO7_37GT79XdIwkm95QJ7hYC9RiwrV7mesbY4PAahERJawntho0my942XheVLmGwLMBkQ""));"" is 522.",66
akto,com.akto.utils,TestJsonUtils,testModifyHeaderValues,Long Statement,"The length of the statement ""headers.put(""anotherToken""`Collections.singletonList(""eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaG4gRG9lIiwiYWRtaW4iOnRydWUsImlhdCI6MTUxNjIzOTAyMiwiZXhwIjoxNTE2MjM5MDkwfQ.qnloZdeBgTtHUtvyhpo37TaxF1CZOLRI0rztKoITjm0NLJBpRqHB9mryP_Zy4FgV8MXDJb0-83pwjqOh8bdIWQKGukQaEL-dwetXCv9N8rWu3yud1ETtgvSNf5_k7X4X02ZbXeOW-qG39E60xtqvPySZ0zlaHbttZfpYus7SrklFoPFZFtDvzAXamFuLjZ1DIrgrW0i7BHl2CmwyEJS2IB3vpYdJzeN0ONlw7WYuVGxfG7BHeyUl7fI51dZHzYEBxvR4o0bZHxRqEWPQDwqAmc2Nbf_LA9p1muJakxT8DgNMxb3cbwusKpes9Ff7seBy1_tFke5HTViB4tO__XOeNw""));"" is 552.",66
akto,com.akto.utils,DaoConnect,setup,Magic Number,The method contains a magic number: 1000000000,12
akto,com.akto.utils,TestUtils,testExtractRequestPayload_raw,Long Statement,"The length of the statement ""try (JsonParser jp=factory.createParser(""{\""mode\"":\""raw\""`\""raw\"":\""{\\n \\\""username\\\"": \\\""bhavik@akto.io\\\""`\\n \\\""password\\\"": \\\""Test123\\\""\\n}\""`\""options\"":{\""raw\"":{\""language\"":\""json\""}}}"")){"" is 209.",17
akto,com.akto.utils,TestUtils,testExtractRequestPayload_formdata,Long Statement,"The length of the statement ""try (JsonParser jp=factory.createParser(""{\""mode\"":\""formdata\""`\""formdata\"":[{\""key\"":\""file\""`\""type\"":\""file\""`\""src\"":\""/har_collection/test.har\""}`{\""key\"":\""file_length\""`\""value\"":\""test\""`\""type\"":\""text\""}`{\""key\"":\""fileName\""`\""value\"":\""test.har\""`\""type\"":\""text\""`\""disabled\"":true}]}"")){"" is 302.",28
akto,com.akto.utils,TestUtils,testExtractRequestPayload_urlencoded,Long Statement,"The length of the statement ""try (JsonParser jp=factory.createParser(""{\""mode\"":\""urlencoded\""`\""urlencoded\"":[{\""key\"":\""test\""`\""value\"":\""val\""`\""type\"":\""text\""}]}"")){"" is 142.",39
akto,com.akto.utils,TestUtils,testExtractRequestPayload_graphql,Long Statement,"The length of the statement ""try (JsonParser jp=factory.createParser(""{\""mode\"":\""graphql\""`\""graphql\"":{\""query\"":\""query ($code: ID!){\\n country(code: $code){\\n name\\n native\\n capital\\n }\\n}\""`\""variables\"":\""{\\n \\\""code\\\"": \\\""IN\\\""\\n}\""}}"")){"" is 230.",50
